#                                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
pfam04607            -            117 WP_071409977.1#16|Corynebacterium_sp__HMSC074H12 -            334   1.2e-19   72.5   0.0   2   2       1.2   1.9e+04   -2.3   0.0    40    56   270   286   253   299 0.66 -
COG2357              -            231 WP_023017266.1#17|Corynebacterium_sp__KPL1824 -            332   1.1e-38  134.8   0.0   1   1   9.1e-43   1.4e-38  134.4   0.0    17   222     5   222     1   230 0.85 -
smart00954           -            111 WP_023017266.1#17|Corynebacterium_sp__KPL1824 -            332     1e-24   88.9   0.0   1   1   1.4e-28   2.2e-24   87.8   0.0     2   108    48   175    47   177 0.85 -
cd05399              -            131 WP_023017266.1#17|Corynebacterium_sp__KPL1824 -            332   8.9e-24   85.8   0.0   1   2   1.4e-27   2.2e-23   84.5   0.0     5   131    29   167    25   167 0.94 -
cd05399              -            131 WP_023017266.1#17|Corynebacterium_sp__KPL1824 -            332   8.9e-24   85.8   0.0   2   2      0.92   1.5e+04   -2.3   0.0    65    82   270   287   261   308 0.74 -
pfam04607            -            117 WP_023017266.1#17|Corynebacterium_sp__KPL1824 -            332   1.1e-20   75.8   0.0   1   1   1.4e-24   2.2e-20   74.9   0.0     1   115    47   176    47   178 0.92 -
COG2357              -            231 WP_077508809.1#18|Sphingomonas_sp__LM7 -            338   8.4e-30  105.8   0.5   1   1   9.1e-34   1.4e-29  105.0   0.5    53   220    48   220     5   229 0.87 -
smart00954           -            111 WP_077508809.1#18|Sphingomonas_sp__LM7 -            338   9.6e-25   88.9   0.2   1   1     1e-28   1.7e-24   88.1   0.2     1   110    52   180    52   181 0.85 -
cd05399              -            131 WP_077508809.1#18|Sphingomonas_sp__LM7 -            338   2.2e-23   84.5   0.0   1   1   2.7e-27   4.3e-23   83.6   0.0    18   130    24   169     8   170 0.86 -
pfam04607            -            117 WP_077508809.1#18|Sphingomonas_sp__LM7 -            338   4.7e-22   80.2   0.1   1   1   5.6e-26   8.9e-22   79.3   0.1     1   116    52   180    52   181 0.93 -
COG2357              -            231 WP_038936643.1#19|Bradyrhizobium_japonicum -            216   8.6e-22   79.5   0.0   1   1   6.4e-26     1e-21   79.3   0.0    16   206     6   204     1   211 0.81 -
cd05399              -            131 WP_038936643.1#19|Bradyrhizobium_japonicum -            216   9.6e-21   76.0   0.0   1   1   7.7e-25   1.2e-20   75.6   0.0     4   131    27   165    20   165 0.88 -
smart00954           -            111 WP_038936643.1#19|Bradyrhizobium_japonicum -            216   2.3e-19   71.6   0.0   1   1   1.9e-23   3.1e-19   71.2   0.0     2   108    50   173    49   176 0.84 -
pfam04607            -            117 WP_038936643.1#19|Bradyrhizobium_japonicum -            216   2.8e-15   58.4   0.0   1   1   2.4e-19   3.7e-15   58.0   0.0     2   115    50   174    49   176 0.88 -
COG2357              -            231 WP_091934893.1#20|Propionivibrio_dicarboxylicus -            202   2.6e-25   91.1   0.1   1   1     2e-29   3.1e-25   90.8   0.1    20   205     5   197     1   201 0.89 -
smart00954           -            111 WP_091934893.1#20|Propionivibrio_dicarboxylicus -            202   3.4e-21   77.5   0.0   1   1   3.1e-25   4.9e-21   77.0   0.0     2   110    44   170    43   171 0.85 -
cd05399              -            131 WP_091934893.1#20|Propionivibrio_dicarboxylicus -            202   1.8e-18   68.6   0.0   1   1   1.8e-22   2.9e-18   67.9   0.0     7   130    24   159     6   160 0.88 -
pfam04607            -            117 WP_091934893.1#20|Propionivibrio_dicarboxylicus -            202   7.2e-16   60.3   0.0   1   1   7.3e-20   1.2e-15   59.6   0.0     2   116    44   170    43   171 0.89 -
COG2357              -            231 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   2.4e-38  133.7   0.0   1   1     2e-42   3.2e-38  133.3   0.0    18   225     6   225     1   230 0.87 -
smart00954           -            111 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   9.7e-25   88.9   0.0   1   2   2.5e-28     4e-24   86.9   0.0     2   108    48   175    47   178 0.85 -
smart00954           -            111 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   9.7e-25   88.9   0.0   2   2      0.48   7.6e+03   -0.9   0.0    36    55   269   288   258   300 0.79 -
cd05399              -            131 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   2.2e-24   87.7   0.0   1   2     4e-27   6.4e-23   83.0   0.0     3   131    27   167    25   167 0.94 -
cd05399              -            131 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   2.2e-24   87.7   0.0   2   2     0.028   4.4e+02    2.7   0.0    52    83   258   288   239   317 0.77 -
pfam04607            -            117 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   1.7e-19   72.0   0.0   1   2   2.5e-23   3.9e-19   70.8   0.0     1   115    47   176    47   178 0.92 -
pfam04607            -            117 WP_070701768.1#21|Corynebacterium_sp__HMSC068G04 -            334   1.7e-19   72.0   0.0   2   2       1.8   2.8e+04   -2.9   0.0    40    55   270   285   258   296 0.65 -
COG2357              -            231 WP_010146823.1#22|Serinicoccus_profundi_MCCC_1A05965 -            331   2.3e-32  114.2   0.0   1   1   1.9e-36     3e-32  113.8   0.0    11   215     2   216     1   229 0.82 -
smart00954           -            111 WP_010146823.1#22|Serinicoccus_profundi_MCCC_1A05965 -            331   3.5e-26   93.5   0.0   1   1   3.2e-30     5e-26   93.0   0.0     1   109    50   176    50   178 0.87 -
cd05399              -            131 WP_010146823.1#22|Serinicoccus_profundi_MCCC_1A05965 -            331   5.2e-24   86.5   0.0   1   1   4.4e-28   6.9e-24   86.1   0.0     4   131    31   167    28   167 0.92 -
pfam04607            -            117 WP_010146823.1#22|Serinicoccus_profundi_MCCC_1A05965 -            331   1.5e-19   72.2   0.0   1   1   1.5e-23   2.3e-19   71.5   0.0     1   114    50   175    50   177 0.91 -
COG2357              -            231 WP_066588913.1#23|Corynebacterium_provencense -            329   2.1e-30  107.8   0.0   1   1   1.6e-34   2.5e-30  107.5   0.0    17   223     3   217     1   224 0.88 -
smart00954           -            111 WP_066588913.1#23|Corynebacterium_provencense -            329     2e-22   81.4   0.0   1   1   1.8e-26   2.9e-22   81.0   0.0     2   109    46   170    45   172 0.85 -
pfam04607            -            117 WP_066588913.1#23|Corynebacterium_provencense -            329   1.1e-18   69.4   0.0   1   1   9.3e-23   1.5e-18   69.0   0.0     2   115    46   170    45   172 0.93 -
cd05399              -            131 WP_066588913.1#23|Corynebacterium_provencense -            329   7.7e-18   66.6   0.0   1   1   7.1e-22   1.1e-17   66.0   0.0     6   131    28   161    21   161 0.91 -
COG2357              -            231 WP_056428387.1#24|Arthrobacter_sp__Leaf69 -            368   8.4e-25   89.4   0.0   1   1   7.6e-29   1.2e-24   88.9   0.0    21   216    22   242     3   253 0.79 -
cd05399              -            131 WP_056428387.1#24|Arthrobacter_sp__Leaf69 -            368   7.1e-23   82.9   0.0   1   1     7e-27   1.1e-22   82.2   0.0     4   131    38   192    20   192 0.92 -
smart00954           -            111 WP_056428387.1#24|Arthrobacter_sp__Leaf69 -            368   3.4e-21   77.5   0.0   1   1   3.3e-25   5.2e-21   76.9   0.0     1   109    57   201    57   203 0.81 -
pfam04607            -            117 WP_056428387.1#24|Arthrobacter_sp__Leaf69 -            368   5.2e-17   64.0   0.0   1   1   5.6e-21   8.8e-17   63.2   0.0     1   115    57   201    57   203 0.94 -
COG2357              -            231 WP_028275955.1#25|Arthrobacter_humicola -            368   2.3e-25   91.2   0.0   1   1     2e-29   3.1e-25   90.8   0.0     5   215     5   241     1   252 0.80 -
cd05399              -            131 WP_028275955.1#25|Arthrobacter_humicola -            368     5e-23   83.3   0.0   1   1   5.2e-27   8.2e-23   82.6   0.0     3   131    37   192    35   192 0.95 -
smart00954           -            111 WP_028275955.1#25|Arthrobacter_humicola -            368   5.7e-21   76.8   0.0   1   1   5.8e-25   9.1e-21   76.1   0.0     1   109    57   201    57   203 0.81 -
pfam04607            -            117 WP_028275955.1#25|Arthrobacter_humicola -            368   1.2e-16   62.8   0.0   1   1   1.4e-20   2.2e-16   62.0   0.0     1   115    57   201    57   203 0.94 -
COG1739              -            202 WP_005283783.1       -            214   4.5e-56  191.1   0.0   1   1   4.2e-60   5.3e-56  190.8   0.0     4   197     5   199     2   203 0.96 -
TIGR00257            -            204 WP_005283783.1       -            214   2.6e-54  185.5   0.0   1   1   2.5e-58   3.2e-54  185.2   0.0     6   196     7   197     2   203 0.95 -
PRK11568             -            204 WP_005283783.1       -            214   1.1e-53  183.4   0.0   1   1   1.1e-57   1.4e-53  183.1   0.0     2   198     3   199     2   203 0.96 -
pfam01205            -            106 WP_005283783.1       -            214   4.6e-26   92.9   0.0   1   1   5.8e-30   7.3e-26   92.3   0.0     1   105    19   123    19   124 0.92 -
pfam09186            -             56 WP_005283783.1       -            214   4.6e-13   50.6   0.0   1   1   9.7e-17   1.2e-12   49.2   0.0     1    55   142   196   142   197 0.98 -
COG1188              -            100 WP_005324575.1       -            129   1.8e-25   91.1   0.0   1   1   1.5e-29   2.4e-25   90.7   0.0     7    95     9    97     3   100 0.95 -
cd00165              -             80 WP_005324575.1       -            129   1.2e-13   52.5   0.1   1   1   9.5e-18   1.5e-13   52.2   0.1     1    55    11    64    11    84 0.93 -
pfam01479            -             48 WP_005324575.1       -            129   4.6e-13   50.4   0.1   1   1   4.3e-17   6.7e-13   49.8   0.1     1    48    11    57    11    57 0.98 -
PRK10348             -            133 WP_005324575.1       -            129   5.5e-12   47.6   3.1   1   1   3.2e-15   5.1e-11   44.5   3.1     7   130     9   127     4   128 0.92 -
PRK13756             -            205 WP_005328823.1       -            179   9.5e-17   63.3   0.1   1   1   7.4e-21   1.6e-16   62.6   0.1     3   171     2   164     1   176 0.78 -
COG1309              -            209 WP_005328823.1       -            179   6.3e-16   61.5   5.8   1   1   5.3e-20   1.1e-15   60.7   5.8    15   148     5   148     2   176 0.64 -
pfam00440            -             47 WP_005328823.1       -            179   6.9e-12   46.7   0.1   1   1   7.1e-16   1.5e-11   45.6   0.1     1    47     8    54     8    54 0.98 -
cd06130              -            156 WP_005328826.1       -            443   1.4e-47  163.5   0.1   1   2       7.8   2.3e+04   -2.9   0.0    88   120    15    52    12    81 0.64 -
cd06130              -            156 WP_005328826.1       -            443   1.4e-47  163.5   0.1   2   2     1e-50     3e-47  162.4   0.1     1   155   100   262   100   263 0.96 -
PRK06195             -            309 WP_005328826.1       -            443   1.8e-40  140.9   0.0   1   1   8.7e-44   2.6e-40  140.4   0.0     1   297    98   426    98   436 0.90 -
COG0847              -            254 WP_005328826.1       -            443   1.2e-31  112.3   0.0   1   1   5.5e-35   1.6e-31  111.9   0.0    18   189    99   269    84   325 0.92 -
PRK07883             -            557 WP_005328826.1       -            443   2.8e-29  103.8   0.2   1   1   1.3e-32     4e-29  103.4   0.2    15   186    98   272    84   292 0.90 -
cd06127              -            160 WP_005328826.1       -            443   1.5e-28  101.7   0.1   1   1   8.1e-32   2.4e-28  101.0   0.1     2   158   102   260   101   262 0.91 -
PRK06063             -            313 WP_005328826.1       -            443   1.6e-25   91.6   0.4   1   2   2.1e-25   6.4e-22   79.7   0.3    10   178    93   267    83   306 0.78 -
PRK06063             -            313 WP_005328826.1       -            443   1.6e-25   91.6   0.4   2   2    0.0004       1.2    9.8   0.0   203   291   329   416   300   420 0.82 -
PRK00448             -           1443 WP_005328826.1       -            443   1.1e-19   71.3   0.0   1   1     5e-23   1.5e-19   70.9   0.0   422   588    99   270    88   283 0.89 -
smart00479           -            169 WP_005328826.1       -            443   8.5e-19   69.9   0.0   1   1   3.7e-22   1.1e-18   69.5   0.0     2   167   100   267    99   269 0.91 -
COG2176              -           1447 WP_005328826.1       -            443   3.2e-17   63.2   0.0   1   1   1.5e-20   4.4e-17   62.8   0.0   425   592    99   271    90   279 0.89 -
TIGR01405            -           1212 WP_005328826.1       -            443   7.5e-16   58.7   0.0   1   1   3.4e-19     1e-15   58.3   0.0   190   358    99   272    89   282 0.88 -
PRK06807             -            313 WP_005328826.1       -            443   8.8e-16   59.7   0.0   1   1   4.2e-19   1.3e-15   59.1   0.0     8   168    98   264    92   271 0.87 -
pfam00929            -            165 WP_005328826.1       -            443   2.6e-15   59.0   0.0   1   1   1.3e-18   3.8e-15   58.5   0.0     2   164   102   260   101   261 0.88 -
PRK08074             -            929 WP_005328826.1       -            443   2.7e-15   57.2   0.0   1   1   1.5e-18   4.4e-15   56.5   0.0     5   169   100   268    98   275 0.90 -
PRK09146             -            239 WP_005328826.1       -            443   9.7e-15   56.2   0.0   1   1     6e-18   1.8e-14   55.4   0.0    36   238    87   278    66   279 0.85 -
TIGR01407            -            850 WP_005328826.1       -            443   1.7e-14   54.7   0.0   1   1   7.4e-18   2.2e-14   54.4   0.0     2   165   100   268    99   271 0.89 -
PRK08517             -            257 WP_005328826.1       -            443   3.6e-14   54.5   0.0   1   1   1.7e-17   5.2e-14   54.0   0.0    69   227    99   264    90   279 0.86 -
TIGR00573            -            218 WP_005328826.1       -            443   1.7e-13   52.3   0.0   1   1   8.5e-17   2.6e-13   51.7   0.0     9   105   100   197    94   263 0.84 -
cd17748              -             76 WP_005328826.1       -            443   2.3e-11   45.6   0.0   1   1   1.5e-14   4.6e-11   44.7   0.0     1    70   357   428   357   433 0.94 -
cd06131              -            167 WP_005328826.1       -            443   2.9e-11   45.5   0.0   1   1   1.5e-14   4.5e-11   44.9   0.0    17   125   113   220   101   264 0.73 -
TIGR01406            -            225 WP_005328826.1       -            443   6.2e-11   44.0   0.0   1   1   3.3e-14     1e-10   43.4   0.0    19   107   114   204    99   218 0.80 -
PRK09145             -            202 WP_005328826.1       -            443   7.2e-11   43.7   0.0   1   1   3.9e-14   1.2e-10   43.0   0.0    30   198    99   265    90   268 0.87 -
COG1739              -            202 WP_005328833.1       -            212   8.6e-55  186.9   0.0   1   1   8.1e-59     1e-54  186.7   0.0     2   197     3   199     2   203 0.96 -
TIGR00257            -            204 WP_005328833.1       -            212   5.2e-53  181.2   0.0   1   1   5.1e-57   6.5e-53  180.9   0.0     4   198     5   199     2   203 0.95 -
PRK11568             -            204 WP_005328833.1       -            212   1.2e-52  180.1   0.1   1   1   1.2e-56   1.5e-52  179.8   0.1     2   198     3   199     2   204 0.97 -
pfam01205            -            106 WP_005328833.1       -            212   3.4e-26   93.3   0.0   1   1   4.5e-30   5.7e-26   92.6   0.0     1   105    19   123    19   124 0.92 -
pfam09186            -             56 WP_005328833.1       -            212   4.4e-13   50.7   0.1   1   2       1.6   2.1e+04   -2.7   0.0    41    56   121   136   120   136 0.81 -
pfam09186            -             56 WP_005328833.1       -            212   4.4e-13   50.7   0.1   2   2     1e-16   1.3e-12   49.2   0.0     1    56   142   197   142   197 0.99 -
PRK08639             -            420 WP_005328835.1       -            422    4e-181  604.3   0.0   1   1  4.2e-184  4.4e-181  604.1   0.0     5   420     4   421     1   421 0.98 -
TIGR02079            -            409 WP_005328835.1       -            422  2.8e-168  561.7   0.0   1   1  3.1e-171  3.2e-168  561.5   0.0     2   409    10   421     9   421 0.98 -
COG1171              -            346 WP_005328835.1       -            422  5.6e-117  392.5   0.2   1   1  6.1e-120  6.4e-117  392.3   0.2     6   346     5   348     1   348 0.98 -
